110	193.00000	0.02385	0.00409
115	193.00000	0.02899	0.00490
118	193.00000	0.03221	0.00542
120	193.00000	0.03301	0.00554
122	193.00000	0.03548	0.00593
124	193.00000	0.03845	0.00640
126	193.00000	0.04702	0.00776
128	193.00000	0.04797	0.00791
130	193.00000	0.05050	0.00831
135	193.00000	0.06814	0.01110
140	193.00000	0.07459	0.01212
150	193.00000	0.10132	0.01636
160	193.00000	0.11424	0.01840
170	193.00000	0.12573	0.02022
180	193.00000	0.14563	0.02337
190	193.00000	0.16663	0.02669
200	193.00000	0.18160	0.02906
250	193.00000	0.26819	0.04276
300	193.00000	0.28244	0.04501
350	193.00000	0.29204	0.04653
400	193.00000	0.29513	0.04702
450	193.00000	0.29713	0.04734
500	193.00000	0.29736	0.04737
550	193.00000	0.29759	0.04741
600	193.00000	0.29805	0.04748
