110	193.00000	0.01056	0.00197
115	193.00000	0.01427	0.00256
118	193.00000	0.01731	0.00304
120	193.00000	0.02004	0.00348
122	193.00000	0.02194	0.00378
124	193.00000	0.02456	0.00419
126	193.00000	0.03149	0.00528
128	193.00000	0.03411	0.00570
130	193.00000	0.03578	0.00596
135	193.00000	0.04282	0.00707
140	193.00000	0.05042	0.00827
150	193.00000	0.06396	0.01040
160	193.00000	0.07175	0.01163
170	193.00000	0.08095	0.01308
180	193.00000	0.08855	0.01428
190	193.00000	0.10355	0.01664
200	193.00000	0.11291	0.01811
250	193.00000	0.17561	0.02799
300	193.00000	0.18301	0.02916
350	193.00000	0.18634	0.02968
400	193.00000	0.18771	0.02990
450	193.00000	0.18823	0.02998
500	193.00000	0.18848	0.03002
550	193.00000	0.18865	0.03004
600	193.00000	0.18866	0.03005
