110	193.00000	0.01249	0.00228
115	193.00000	0.01249	0.00228
118	193.00000	0.01657	0.00293
120	193.00000	0.02336	0.00400
122	193.00000	0.02395	0.00409
124	193.00000	0.02363	0.00404
126	193.00000	0.02170	0.00374
128	193.00000	0.02243	0.00385
130	193.00000	0.02219	0.00382
135	193.00000	0.02575	0.00438
140	193.00000	0.02732	0.00463
150	193.00000	0.03164	0.00531
160	193.00000	0.02319	0.00397
170	193.00000	0.02430	0.00415
180	193.00000	0.02829	0.00478
190	193.00000	0.03549	0.00591
200	193.00000	0.03914	0.00649
250	193.00000	0.05838	0.00952
300	193.00000	0.06575	0.01069
350	193.00000	0.05846	0.00954
400	193.00000	0.04747	0.00780
450	193.00000	0.02694	0.00457
500	193.00000	0.02112	0.00365
550	193.00000	0.01551	0.00276
600	193.00000	0.01164	0.00214
