110	193.00000	0.01190	0.00219
115	193.00000	0.01190	0.00219
118	193.00000	0.01457	0.00261
120	193.00000	0.01776	0.00311
122	193.00000	0.01751	0.00307
124	193.00000	0.01682	0.00296
126	193.00000	0.01615	0.00286
128	193.00000	0.01594	0.00282
130	193.00000	0.01593	0.00282
135	193.00000	0.01816	0.00317
140	193.00000	0.01869	0.00326
150	193.00000	0.02172	0.00373
160	193.00000	0.01217	0.00223
170	193.00000	0.01125	0.00208
180	193.00000	0.01362	0.00246
190	193.00000	0.01816	0.00317
200	193.00000	0.02248	0.00385
250	193.00000	0.03656	0.00606
300	193.00000	0.04482	0.00736
350	193.00000	0.03855	0.00637
400	193.00000	0.03115	0.00521
450	193.00000	0.02132	0.00367
500	193.00000	0.01725	0.00303
550	193.00000	0.01093	0.00203
600	193.00000	0.00826	0.00160
